segment_id,track_id,segment_position,tempo,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19
10_full,10,full_clip,112.34714673913044,0.18817201256752014,0.0449259951710701,2358.1292004964866,382.23156790236493,0.2836853861808777,0.649418830871582,0.33062365651130676,0.34729188680648804,0.23140273988246918,0.32343819737434387,0.7007427215576172,0.3389850854873657,0.3810555338859558,0.30897819995880127,0.5693831443786621,0.30726855993270874,-16.811267852783203,93.612060546875,-47.82464599609375,31.57790756225586,-3.7626709938049316,1.4105149507522583,-1.5081638097763062,1.8848598003387451,-4.522624492645264,-0.24713905155658722,-8.496405601501465,1.502116084098816,-5.69439697265625,1.954595685005188,-4.378735065460205,-1.583632230758667,-2.519911527633667,2.3816585540771484,-0.38851454854011536,3.240077018737793,28.82025909423828,20.560604095458984,17.618167877197266,11.720850944519043,11.232317924499512,7.719640254974365,8.091218948364258,7.520698070526123,7.66586446762085,6.616942405700684,6.9299774169921875,5.945479869842529,6.059512138366699,5.559237957000732,5.726149559020996,6.524522304534912,5.731712341308594,6.350440502166748,5.508019924163818,5.445374488830566
140_full,140,full_clip,107.666015625,0.06920197606086731,0.038051996380090714,1765.8786085049176,1035.999911713885,0.24283833801746368,0.2709643840789795,0.36477309465408325,0.34589433670043945,0.3798626661300659,0.4332026243209839,0.27343013882637024,0.2340148240327835,0.20070676505565643,0.2749689519405365,0.2947468161582947,0.23070769011974335,-278.1531677246094,100.80628204345703,37.054443359375,34.90519714355469,26.75295066833496,11.046148300170898,10.796271324157715,4.900579929351807,1.32712721824646,6.392082691192627,-4.154796123504639,-2.2210822105407715,-6.230344295501709,2.295226812362671,-7.694823265075684,0.6682831645011902,-4.666604995727539,-1.304038405418396,-5.808457374572754,-1.6890976428985596,85.81816101074219,35.798805236816406,21.708694458007812,15.54963493347168,14.020219802856445,15.923123359680176,10.831563949584961,10.057596206665039,9.76691722869873,10.726286888122559,9.281978607177734,7.858422756195068,8.204469680786133,7.906865119934082,7.237301349639893,6.592649936676025,6.154853343963623,6.2545166015625,6.819813251495361,6.646986961364746
141_full,141,full_clip,103.359375,0.1013149544596672,0.07818319648504257,1666.7030611493838,809.7985071514943,0.16410444676876068,0.15320254862308502,0.24300184845924377,0.1867435723543167,0.23410625755786896,0.37378665804862976,0.2429599165916443,0.2253832072019577,0.2141108363866806,0.3854994773864746,0.513580322265625,0.21438944339752197,-208.30751037597656,116.04640197753906,-1.2435424327850342,25.513240814208984,10.181236267089844,-4.659219741821289,7.74548864364624,-5.591128349304199,0.4359116554260254,1.755257248878479,-2.8628077507019043,-3.865901231765747,-4.367316246032715,2.6990628242492676,-1.6625299453735352,4.666530132293701,0.26912805438041687,2.691866874694824,-8.287060737609863,-1.4948636293411255,113.65717315673828,34.91336441040039,16.60110855102539,15.940960884094238,14.106952667236328,14.102343559265137,12.32877254486084,9.9419584274292,9.10744571685791,7.784069538116455,8.258626937866211,8.820259094238281,7.397378921508789,8.559032440185547,9.45982551574707,9.749276161193848,9.598772048950195,7.808608055114746,8.252581596374512,9.453534126281738
190_full,190,full_clip,99.38401442307692,0.1329244077205658,0.06510096043348312,1907.45939810911,708.2758676452825,0.22902727127075195,0.1515938937664032,0.23215189576148987,0.19961890578269958,0.3860965669155121,0.2809494733810425,0.25504669547080994,0.26329028606414795,0.2612559497356415,0.30852755904197693,0.15379688143730164,0.21801786124706268,-139.52127075195312,96.60173034667969,-22.872535705566406,25.55833625793457,-7.46484375,-3.78387188911438,-21.777050018310547,-7.035937309265137,-19.873027801513672,-6.061237335205078,-16.010574340820312,-5.297312259674072,-8.1741304397583,-6.64364767074585,-7.648324012756348,-9.228780746459961,-8.705999374389648,-2.4688165187835693,-5.841622352600098,-8.476313591003418,51.3983268737793,24.937911987304688,16.192651748657227,18.296546936035156,9.462401390075684,10.490449905395508,9.641363143920898,7.3150410652160645,10.826732635498047,8.970040321350098,8.246697425842285,9.086227416992188,9.763794898986816,9.549704551696777,10.342358589172363,9.580204010009766,8.959518432617188,9.999951362609863,9.87647533416748,9.850874900817871
193_full,193,full_clip,95.703125,0.08332119137048721,0.04342823475599289,1588.0792816709427,627.4246003905253,0.29846253991127014,0.41647663712501526,0.38739773631095886,0.4702453911304474,0.4287864863872528,0.32595595717430115,0.3259296119213104,0.19200971722602844,0.3138331472873688,0.3035259544849396,0.2945255637168884,0.27105146646499634,-198.0187530517578,120.31739044189453,-29.394861221313477,35.394378662109375,-10.06450080871582,4.930169582366943,-13.594505310058594,-5.610517501831055,-16.011978149414062,-8.161908149719238,-11.371818542480469,-5.35731840133667,-7.500234603881836,-7.4358978271484375,-13.5421142578125,-8.798376083374023,-10.156551361083984,-9.017191886901855,-9.160036087036133,-10.055929183959961,100.51422882080078,33.3328857421875,15.649046897888184,14.947972297668457,9.519027709960938,7.692274570465088,11.495553016662598,7.0680999755859375,7.971820831298828,8.593300819396973,7.525207996368408,8.049454689025879,8.217469215393066,7.268916130065918,8.406591415405273,8.355497360229492,8.27305793762207,10.093876838684082,9.074750900268555,10.073277473449707
194_full,194,full_clip,103.359375,0.09644541144371033,0.0567452646791935,1550.1674954482712,490.795592443595,0.286138653755188,0.29874521493911743,0.3353268504142761,0.24120394885540009,0.4115672707557678,0.358238160610199,0.23931457102298737,0.24418778717517853,0.297985702753067,0.42720526456832886,0.26015058159828186,0.2871990501880646,-184.573974609375,118.74888610839844,-26.50770378112793,29.067913055419922,-8.133895874023438,3.6001927852630615,-12.233663558959961,-1.8389418125152588,-16.644729614257812,-5.9524946212768555,-12.991281509399414,-2.82989239692688,-8.445209503173828,-9.686760902404785,-8.832265853881836,-5.864762783050537,-9.672530174255371,-7.012378215789795,-7.962305068969727,-7.141359329223633,95.31651306152344,24.96548843383789,16.668312072753906,14.729266166687012,11.399337768554688,9.081096649169922,10.725410461425781,7.479388236999512,9.760100364685059,7.982375621795654,8.212471961975098,7.501728057861328,6.859915733337402,7.687219619750977,7.68574333190918,7.151805400848389,8.164815902709961,8.43923282623291,10.775147438049316,9.438410758972168
197_full,197,full_clip,117.45383522727273,0.04562141373753548,0.0376550666987896,1144.7857691616907,453.7269494809691,0.47669878602027893,0.2934269607067108,0.38050317764282227,0.2688731253147125,0.3676464557647705,0.33504289388656616,0.14264105260372162,0.1289159506559372,0.13658207654953003,0.27133044600486755,0.14494676887989044,0.3384815454483032,-296.2906494140625,126.96947479248047,-11.064435005187988,17.68692970275879,-0.5898452997207642,-4.799646854400635,-7.69591760635376,-6.302616596221924,-10.07353687286377,-7.506361484527588,-7.795641899108887,-7.61733865737915,-5.711171627044678,-7.77107048034668,-12.37087631225586,-6.606335639953613,-7.404043674468994,-7.601865768432617,-5.1094818115234375,-3.703718900680542,93.39572143554688,24.985429763793945,29.351972579956055,17.83418083190918,16.19622039794922,10.420150756835938,13.184396743774414,10.22298526763916,8.651979446411133,7.018203258514404,6.97904109954834,7.767335414886475,8.481088638305664,8.88729476928711,9.7239990234375,7.745371341705322,8.525568008422852,9.183279991149902,7.794112682342529,8.160884857177734
200_full,200,full_clip,99.38401442307692,0.12094605714082718,0.06710676848888397,1924.4809427687883,727.1615888721069,0.36833271384239197,0.3621961772441864,0.4416941702365875,0.3788323402404785,0.4751031994819641,0.31577959656715393,0.2866389751434326,0.3847912847995758,0.2555616497993469,0.31826043128967285,0.2628338932991028,0.4146350622177124,-122.23910522460938,102.79864501953125,-30.519062042236328,40.598384857177734,-10.096219062805176,1.388702154159546,-12.195566177368164,-3.105085611343384,-10.733683586120605,-6.6995954513549805,-16.562450408935547,-8.268117904663086,-7.177764415740967,-11.390204429626465,-8.266889572143555,-4.74204683303833,-6.9708075523376465,-8.235042572021484,-12.831156730651855,-9.338757514953613,53.572147369384766,27.468212127685547,17.16632652282715,15.339378356933594,9.434444427490234,9.369865417480469,8.828763008117676,7.946583271026611,7.586356163024902,6.6056952476501465,9.449663162231445,8.559351921081543,5.961576461791992,6.454080581665039,6.3874125480651855,6.75301456451416,7.0735931396484375,5.999880790710449,7.026893615722656,6.063938617706299
203_full,203,full_clip,123.046875,0.0877184048295021,0.03982723131775856,1353.373361511921,529.4089372769879,0.15683826804161072,0.2637418806552887,0.18609948456287384,0.16626089811325073,0.20860551297664642,0.11487309634685516,0.21674789488315582,0.058239564299583435,0.10584665089845657,0.41924047470092773,0.1607128083705902,0.21548281610012054,-267.04864501953125,123.4970703125,2.1895222663879395,12.940072059631348,-19.17814064025879,-17.803226470947266,-21.06241798400879,-14.292016983032227,-23.150373458862305,-13.284433364868164,-18.255935668945312,-13.553189277648926,-2.6895463466644287,2.883110523223877,2.659108877182007,2.7650303840637207,-1.6906596422195435,-2.1168813705444336,-0.3250409960746765,1.9021130800247192,76.8145751953125,26.07489776611328,15.603812217712402,13.346247673034668,10.225577354431152,11.157437324523926,10.273004531860352,9.760478019714355,10.1640043258667,9.400042533874512,10.573851585388184,9.597857475280762,11.672347068786621,13.0441255569458,12.48110294342041,14.13102912902832,11.092459678649902,10.014871597290039,9.92492961883545,12.127423286437988
204_full,204,full_clip,107.666015625,0.11723078042268753,0.04277651011943817,1774.3956390996852,1007.6152014589661,0.14743578433990479,0.2731713652610779,0.3613615036010742,0.18404312431812286,0.1554555594921112,0.1952437162399292,0.4881356954574585,0.37040138244628906,0.23336674273014069,0.3453948199748993,0.20235033333301544,0.24515609443187714,-163.85044860839844,121.32115173339844,-15.035816192626953,17.012907028198242,7.450285911560059,0.21133004128932953,-14.12711238861084,-9.380688667297363,-15.681947708129883,-5.379327297210693,-15.067231178283691,-2.674050807952881,-12.930340766906738,-7.612197399139404,-2.2033650875091553,-9.387195587158203,0.026266014203429222,1.7912572622299194,0.2038876861333847,-0.4887964427471161,70.629638671875,39.39785385131836,22.57819938659668,15.686649322509766,15.129749298095703,10.66158390045166,11.521759986877441,8.64574146270752,9.234172821044922,10.177063941955566,9.406333923339844,8.08254337310791,8.967164039611816,7.716454982757568,9.226932525634766,10.944458961486816,8.90137767791748,8.775805473327637,10.350811004638672,9.130117416381836
